UnmappedWiki;types of erasure code;http://searchstorage.techtarget.com/podcast/Erasure-coding-definition-RAID-5-RAID-6-are-most-common-forms;Professor Miller does research on erasure coding and how to use it in storage systems.;Erasure code;erasure_coding;0.6;1.0;1.0;2.6;0.0;0;Mon Jun 26 19:44:40 IST 2017;1suffix/prefix;0;erasure code;erasure code
MappedWiki;types of erasure code;http://searchstorage.techtarget.com/podcast/Erasure-coding-definition-RAID-5-RAID-6-are-most-common-forms;Professor Miller does research on erasure coding and how to use it in storage systems.;Computer data storage;storage_system;0.6;0.5;1.0;2.1;0.0;0;Mon Jun 26 19:44:39 IST 2017
