1suffix/prefix/W2;0.0;message queue;message passing
Category Match;0.8888888888888888;blocking (computing);message passing;Distributed computing architecture;1;Distributed computing architecture;0
1suffix/prefix;0;message passing interface;message passing
Category Match;0.8888888888888888;shared memory;message passing;Distributed computing architecture;1;Distributed computing architecture;0
1suffix/prefix/W2;1.0;imessage;message passing
