1;network_model
1;database_model
1;way
1;objects
1;relationships
2;feature
2;schema
2;graph
2;object_types
2;nodes
2;relationship_types
2;arcs
2;hierarchy
2;lattice
14;Database_Model
15;A_database_model
15;structure
15;format
15;database
18;Network_Database_Model
20;Network_Database_Model
25;Database_model
25;design
25;data
26;model
26;relationships
26;parts
26;data
27;Historically
27;database_design
27;models
35;network_model_entities
35;graph
35;entities
35;path
39;Network_model
39;tree
39;graph
39;connections
39;nodes
40;difference
40;network_model
40;model
40;ability
40;N_N_relations
41;words
41;record
41;parent
42;employee
42;departments
43;arrangement
43;tree
43;graph
43;network
44;network_model
44;relationships
45;data
45;parent
46;connections
46;connections
47;network_structure
47;l_M
47;M_M
47;relationships
47;entities
64;sample_supplier_part_database
64;network_view
65;addition
65;part
65;supplier_record_types
65;record_type
65;connector
66;connector_occurrence
66;association_shipment
66;supplier
66;part
67;data_quantity
67;parts
67;association
67;supplier
67;part_records
81;network_database
81;network_model
81;plex_structure
81;data_structure
82;network
82;graph
82;nodes
82;links
82;arcs
83;nodes
83;types
83;links
83;pointers
83;relationships
84;relationship
84;structure
84;database
84;space_utilization
84;execution_time
85;network_data_structure
85;tree_structure
85;node
85;child
85;member
85;parent
85;owner_node
86;figure
86;network_model
