3;The_C++_implementation;0.833;0.0;1
3;adjacency_list_representation_of_graphs;0.833;0.0;1
4;STL_'s_list_container;0.807;0.0;1
4;lists_of_adjacent_nodes;0.807;0.0;1
6;nodes;0.705;0.0;1
6;BFS_traversal;0.705;0.0;1
