3;file_database
3;nothing
3;data
3;records
3;length_delimiters
4;term
4;database
4;file
4;form
4;rows
4;columns
4;relationships
4;links
4;records
4;fields
4;table_structure
7;network_model
7;structure
7;relationships
7;tree
7;structure
7;parents
8;model
8;CODASYL_specification
11;set
11;lists
11;record_type
11;set_owner
11;parent
11;circle
11;record_type
11;child
11;times
11;circle
12;way
12;hierarchy
12;record_types
14;g._type_A
14;owner
14;B
15;time
15;set
15;B
15;owner
16;A.
16;sets
16;graph_ownership
16;direction
16;network_construct
17;Access
17;records
17;record_type
17;navigation
17;lists
22;database
22;simple_database_system
22;database
22;table
22;records
22;rows
22;data
22;delimiters
22;tabs
22;commas
23;table
23;text_file
24;limitations
24;databases
24;software_applications
24;need
24;business_relationships
25;application_developers
25;files
25;order
25;cost
25;complexity
25;relational_database
26;databases
26;file_databases
37;example
37;WFS
37;database
37;steps
49;file
49;file
49;records
49;interrelationship
50;term
50;text_document
50;word_processing
50;structure_characters
50;markup
