plural;1;GNU Debugger;Debugger;Debuggers;0
plural;1;Dbx debugger;Debugger;Debuggers;0
plural;1;Valgrind;Debugger;Debuggers;0
plural;0.5;Valgrind;Debugger;Debuggers;1
plural;1;WinDbg;Debugger;Debuggers;0
plural;1;LLDB (debugger);Debugger;Debuggers;0
plural;1;Nemiver;Debugger;Debuggers;0
