1suffix/prefix/W2;0.0;page description language;domain-specific language
1suffix/prefix/W2;0.0;general-purpose programming language;domain-specific language
1suffix/prefix/W2;0.0;domain-specific modeling;domain-specific language
1suffix/prefix/W2;0.0;scripting language;domain-specific language
Category Match;1.0;shell script;domain-specific language;Programming language classification;2;Programming language classification;0
1suffix/prefix/W2;0.0;parallel language;domain-specific language
