Neighbourhood components analysis;MLPACK (C++ library)
Linear regression;MLPACK (C++ library)
Range searching;MLPACK (C++ library)
Machine learning;MLPACK (C++ library)
Georgia Institute of Technology;MLPACK (C++ library)
Literal and figurative language;MLPACK (C++ library)
Black box;MLPACK (C++ library)
Principal component analysis;MLPACK (C++ library)
Independent component analysis;MLPACK (C++ library)
Least-angle regression;MLPACK (C++ library)
Cover tree;MLPACK (C++ library)
