types of terminal emulator;https://en.wikipedia.org/wiki/Terminal_emulator;macOS Terminal.;macos_terminal;1.0;1.0;1.0;3.0;0.0;0;Mon Jun 26 20:37:03 IST 2017
types of terminal emulator;https://en.wikipedia.org/wiki/Terminal_emulator;Xfce Terminal.;xfce_terminal;1.0;1.0;1.0;3.0;0.0;0;Mon Jun 26 20:37:03 IST 2017
