algorithms in mlpack;http://www.mlpack.org/about.html; Linear regression .;Linear regression;linear_regression;0.6;0.07;1.0;1.67;0.0;0;Mon Jun 26 19:39:35 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Principal components analysis .;Principal component analysis;principal_component_analysis;1.0;0.07;0.4;1.4700000000000002;0.0;0;Mon Jun 26 19:39:35 IST 2017
algorithms in mlpack;https://en.wikipedia.org/wiki/MLPACK_(C%252B%252B_library); Tree_based Neighbor Search , using either kd_trees or cover trees.;Cover tree;cover_tree_;0.6;0.0;0.4;1.0;0.0;0;Mon Jun 26 19:39:35 IST 2017
